GBIFusageKey,country,prefName,state,classification,taxonLevel,family,englishName,synonyms
2650436,United States,Lygodium japonicum,Florida,NA,species,Lygodiaceae,"Japanese Climbing Fern, Vine-Like Fern","Adiantum scandens, Davallia scandens, Hydroglossum dissectum, Hydroglossum japonicum, Hydroglossum microstachyum, Lygodium chaerophylloides, Lygodium chochinchinense, Lygodium cochinchinense, Lygodium dissectum, Lygodium finlaysonianum, Lygodium hazaricum, Lygodium japonicum elongata, Lygodium japonicum microstachyum, Lygodium mearnsii, Lygodium microphyllum, Lygodium microstachyum, Lygodium microstachyum glabrescens, Lygodium pubescens, Lygodium tenue, Ophioglossum japonicum"
2650436,United States,Lygodium japonicum,Texas,NA,species,Lygodiaceae,"Japanese Climbing Fern, Vine-Like Fern","Adiantum scandens, Davallia scandens, Hydroglossum dissectum, Hydroglossum japonicum, Hydroglossum microstachyum, Lygodium chaerophylloides, Lygodium chochinchinense, Lygodium cochinchinense, Lygodium dissectum, Lygodium finlaysonianum, Lygodium hazaricum, Lygodium japonicum elongata, Lygodium japonicum microstachyum, Lygodium mearnsii, Lygodium microphyllum, Lygodium microstachyum, Lygodium microstachyum glabrescens, Lygodium pubescens, Lygodium tenue, Ophioglossum japonicum"
2702102,United States,Typha,Washington,C,genus,Typhaceae,"Bulrush, Bulrushes, Cattail, Bulrushes And Cattails","Massula, Rohrbachia"
2702462,United States,Ischaemum rugosum,Massachusetts,NA,species,Poaceae,"Ribbed Murainagrass, Murain Grass, Muraino Grass, Ribbed Muraina Grass, Saramatta Grass, Wrinkled Duck-Beak, Wrinkled Grass","Andropogon arnottianus, Andropogon griffithii, Andropogon griffithsiae, Andropogon monostachyus, Andropogon rugosus, Andropogon segetus, Andropogon tong-dong, Apluda rugosa, Colladoa distachya, Ischaemum colladoa, Ischaemum royleanum, Ischaemum rugosum, Ischaemum rugosum segetum, Ischaemum rugosum distachyum, Ischaemum rugosum nanum, Ischaemum rugosum rugosum, Ischaemum segetum, Ischaemum tashiroi, Meoschium arnottianum, Meoschium griffithii, Meoschium royleanum, Meoschium rugosum, Meoschium wightii, Rottboellia glabrata, Tripsacum distachyum, Tripsacum distichum"
2702462,United States,Ischaemum rugosum,federal,NA,species,Poaceae,"Ribbed Murainagrass, Murain Grass, Muraino Grass, Ribbed Muraina Grass, Saramatta Grass, Wrinkled Duck-Beak, Wrinkled Grass","Andropogon arnottianus, Andropogon griffithii, Andropogon griffithsiae, Andropogon monostachyus, Andropogon rugosus, Andropogon segetus, Andropogon tong-dong, Apluda rugosa, Colladoa distachya, Ischaemum colladoa, Ischaemum royleanum, Ischaemum rugosum, Ischaemum rugosum segetum, Ischaemum rugosum distachyum, Ischaemum rugosum nanum, Ischaemum rugosum rugosum, Ischaemum segetum, Ischaemum tashiroi, Meoschium arnottianum, Meoschium griffithii, Meoschium royleanum, Meoschium rugosum, Meoschium wightii, Rottboellia glabrata, Tripsacum distachyum, Tripsacum distichum"
2702462,United States,Ischaemum rugosum,Florida,NA,species,Poaceae,"Ribbed Murainagrass, Murain Grass, Muraino Grass, Ribbed Muraina Grass, Saramatta Grass, Wrinkled Duck-Beak, Wrinkled Grass","Andropogon arnottianus, Andropogon griffithii, Andropogon griffithsiae, Andropogon monostachyus, Andropogon rugosus, Andropogon segetus, Andropogon tong-dong, Apluda rugosa, Colladoa distachya, Ischaemum colladoa, Ischaemum royleanum, Ischaemum rugosum, Ischaemum rugosum segetum, Ischaemum rugosum distachyum, Ischaemum rugosum nanum, Ischaemum rugosum rugosum, Ischaemum segetum, Ischaemum tashiroi, Meoschium arnottianum, Meoschium griffithii, Meoschium royleanum, Meoschium rugosum, Meoschium wightii, Rottboellia glabrata, Tripsacum distachyum, Tripsacum distichum"
2702462,United States,Ischaemum rugosum,South Carolina,NA,species,Poaceae,"Ribbed Murainagrass, Murain Grass, Muraino Grass, Ribbed Muraina Grass, Saramatta Grass, Wrinkled Duck-Beak, Wrinkled Grass","Andropogon arnottianus, Andropogon griffithii, Andropogon griffithsiae, Andropogon monostachyus, Andropogon rugosus, Andropogon segetus, Andropogon tong-dong, Apluda rugosa, Colladoa distachya, Ischaemum colladoa, Ischaemum royleanum, Ischaemum rugosum, Ischaemum rugosum segetum, Ischaemum rugosum distachyum, Ischaemum rugosum nanum, Ischaemum rugosum rugosum, Ischaemum segetum, Ischaemum tashiroi, Meoschium arnottianum, Meoschium griffithii, Meoschium royleanum, Meoschium rugosum, Meoschium wightii, Rottboellia glabrata, Tripsacum distachyum, Tripsacum distichum"
2702504,United States,Melinis repens,Arizona,B,species,Poaceae,"Natal Grass, Natal Red Top, Rose Natal Grass, Blanketgrass, Holme's Grass, Red Natal Grass, Ruby Grass, Natal-Redtop","Axonopus repens, Erianthus repens, Monachyron villosum, Rhynchelythrum repens, Rhynchelytrum dregeanum, Rhynchelytrum dregeanum annuum, Rhynchelytrum dregeanum intermedium, Rhynchelytrum gossweileri, Rhynchelytrum repens, Rhynchelytrum ruficomum, Rhynchelytrum stolzii, Saccharum repens, Tricholaena atropurpura, Tricholaena brevipila, Tricholaena grandiflora, Tricholaena repens, Tricholaena rosea atropurpura, Tricholaena rosea violacea, Tricholaena rosea setosa, Tricholaena wightii"
2702717,United States,Nardus stricta,Oregon,"List A, List T",species,Poaceae,"Mat-Grass, Matgrass, Moor Matgrass, Nard Grass, Strict Matgrass, Wirebent","Nardus glabriculmis, Nardus stricta elatior, Nardus stricta elongata, Nardus stricta glabriculmis, Nardus stricta minor, Natschia stricta"
2702808,United States,Echinochloa crus-galli,Arkansas,NA,species,Poaceae,"Barnyard Grass, Barnyard Millet, Barnyardgrass, Cocksfoot Grass, Cockshin Grass, Cockspur, Cockspur Grass, Cockspur [Grass], Cockspur-Panic, Water Grass, Wild Millet","Echinochloa crus-galli breviseta, Echinochloa crus-galli crus-galli, Echinochloa crus-galli aristata, Echinochloa crus-galli atra, Echinochloa crus-galli austrojaponensis, Echinochloa crus-galli echinata, Echinochloa crus-galli exigua, Echinochloa crus-galli formosensis, Echinochloa crus-galli kasaharae, Echinochloa crus-galli longiseta, Echinochloa crus-galli mitis, Echinochloa crus-galli mixta, Echinochloa crus-galli mutica, Echinochloa crus-galli praticola, Echinochloa crus-galli purpurea, Echinochloa crus-galli rohlenae, Echinochloa crus-galli vittata, Echinochloa crus-galli angustifolia, Echinochloa crus-galli pauciflora, Echinochloa crus-pavonis austrojaponensis, Echinochloa crus-pavonis breviseta, Echinochloa crus-pavonis praticola, Echinochloa disticha, Echinochloa echinata, Echinochloa macrocarpa aristata, Echinochloa macrocarpa mutica, Echinochloa muricata occidentalis, Echinochloa pungens occidentalis, Milium crus-galli, Oplismenus crus-galli, Oplismenus crus-galli muticus, Orthopogon crus-galli, Panicum alectorocnemum, Panicum alectromerum, Panicum crus-galli, Panicum crus-galli atra, Panicum crus-galli rohlenae, Panicum crus-galli angustifolium, Panicum crus-galli aristatum, Panicum crus-galli breviaristatum, Panicum crus-galli brevisetum, Panicum crus-galli echinatum, Panicum crus-galli exiguum, Panicum crus-galli hispidum, Panicum crus-galli longisetum, Panicum crus-galli mite, Panicum crus-galli mixtum, Panicum crus-galli muticum, Panicum crus-galli prostratum, Panicum crus-galli pumilum, Panicum crus-galli purpureum, Panicum crus-galli pygmaeum, Panicum crus-galli pauciflorum, Panicum crus-galli typicum, Panicum crus-galli vulgare, Panicum grossum, Panicum hispidulum, Panicum polystachyum, Pennisetum crus-galli"
2703041,United States,Arundo donax,Wisconsin,Prohibited,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2981159,United States,Acacia paradoxa,California,CCR 4500,species,Fabaceae,"Kangaroo Thorn, Paradox Acacia, Acacia-Hedge, Kangaroo Wattle, Kangaroo-Thorn, Kangaroothorn, Prickly Acacia, Hedge Wattle","Acacia armata, Acacia armata armata, Acacia armata hybrida, Acacia armata micrantha, Acacia armata microcantha, Acacia armata ornithophora, Acacia armata tristis, Acacia armata undulata, Acacia armata angustifolia, Acacia armata bartheriana, Acacia armata linearifolia, Acacia armata longipedunculata, Acacia armata microphylla, Acacia armata paradoxa, Acacia armata pendula, Acacia armata plana, Acacia armata typica, Acacia armatoides, Acacia barteriana, Acacia falcifolia, Acacia furcifera, Acacia hybrida, Acacia micracantha, Acacia microacantha, Acacia microcantha, Acacia ornithophora, Acacia tristis, Acacia undulata, Acacia undulata elegans, Acacia undulata longispina, Acacia undulata undulata, Mimosa armata, Mimosa paradoxa, Phyllodoce armata, Phyllodoce undulata, Racosperma armata, Racosperma paradoxum, Racosperma undulata"
2703041,United States,Arundo donax,Nevada,NA,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2703041,United States,Arundo donax,Texas,NA,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2703041,United States,Arundo donax,Colorado,A,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2703041,United States,Arundo donax,Oregon,List B,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2703041,United States,Arundo donax,New Mexico,C,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2703041,United States,Arundo donax,Utah,Class 1B,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2703041,United States,Arundo donax,Arizona,B,species,Poaceae,"Arundo Grass, Bamboo Reed, Cow Cane, Donax Cane, Giant Cane, River Cane, Spanish Cane/Reed, Wild Cane, Reedgrass, Cana Brava, Giant Reed, Spanish-Reed, Giant-Reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax"
2703459,United States,Oryza sativa,South Carolina,NA,species,Poaceae,"Asian Rice, Rice, Lowland Rice, Upland Rice","Oryza aristata, Oryza communissima, Oryza denudata, Oryza elongata, Oryza formosana, Oryza glutinosa, Oryza marginata, Oryza montana, Oryza mutica, Oryza nepalensis, Oryza palustris, Oryza parviflora, Oryza perennis, Oryza plena, Oryza praecox, Oryza pubescens, Oryza pumila, Oryza repens, Oryza rubribarbis, Oryza sativa alba, Oryza sativa atrobrunnea, Oryza sativa atropurpurea, Oryza sativa chrysocarpa, Oryza sativa melanoglumella, Oryza sativa mulayana, Oryza sativa rubra, Oryza sativa rubriglumella, Oryza sativa spontanea, Oryza sativa brevindica, Oryza sativa brevis, Oryza sativa communis, Oryza sativa fatua, Oryza sativa formosana, Oryza sativa indica, Oryza sativa japonica, Oryza sativa plena, Oryza sativa rubribarbis, Oryza sativa savannae, Oryza sativa acutiligula, Oryza sativa adversoseluana, Oryza sativa affinis, Oryza sativa alaotrana, Oryza sativa allachabadica, Oryza sativa alterogoensis, Oryza sativa amaura, Oryza sativa anandica, Oryza sativa angusta, Oryza sativa anjanica, Oryza sativa anthropophaga, Oryza sativa aquatica, Oryza sativa aristata, Oryza sativa aristida, Oryza sativa aromatica, Oryza sativa assamica, Oryza sativa astaranica, Oryza sativa astarinica, Oryza sativa atra, Oryza sativa atricolorata, Oryza sativa atrofusca, Oryza sativa atrogrisea, Oryza sativa aurica, Oryza sativa auriculata, Oryza sativa azerbaidjanica, Oryza sativa badia, Oryza sativa balatensis, Oryza sativa bandica, Oryza sativa bansica, Oryza sativa bansmatica, Oryza sativa bastica, Oryza sativa baumannii, Oryza sativa bawako-mochii, Oryza sativa bicolorata, Oryza sativa binamban, Oryza sativa birainica, Oryza sativa breviaristata, Oryza sativa brjezitsky, Oryza sativa brunnea, Oryza sativa brunneopunctata, Oryza sativa calvescens, Oryza sativa caroliniana, Oryza sativa caspica, Oryza sativa castanea, Oryza sativa castroi, Oryza sativa catalonica, Oryza sativa caucasica, Oryza sativa ceylonica, Oryza sativa chambhanica, Oryza sativa chlamydantha, Oryza sativa chlorocarpa, Oryza sativa cinnamomea"
2703459,United States,Oryza sativa,Arkansas,NA,species,Poaceae,"Asian Rice, Rice, Lowland Rice, Upland Rice","Oryza aristata, Oryza communissima, Oryza denudata, Oryza elongata, Oryza formosana, Oryza glutinosa, Oryza marginata, Oryza montana, Oryza mutica, Oryza nepalensis, Oryza palustris, Oryza parviflora, Oryza perennis, Oryza plena, Oryza praecox, Oryza pubescens, Oryza pumila, Oryza repens, Oryza rubribarbis, Oryza sativa alba, Oryza sativa atrobrunnea, Oryza sativa atropurpurea, Oryza sativa chrysocarpa, Oryza sativa melanoglumella, Oryza sativa mulayana, Oryza sativa rubra, Oryza sativa rubriglumella, Oryza sativa spontanea, Oryza sativa brevindica, Oryza sativa brevis, Oryza sativa communis, Oryza sativa fatua, Oryza sativa formosana, Oryza sativa indica, Oryza sativa japonica, Oryza sativa plena, Oryza sativa rubribarbis, Oryza sativa savannae, Oryza sativa acutiligula, Oryza sativa adversoseluana, Oryza sativa affinis, Oryza sativa alaotrana, Oryza sativa allachabadica, Oryza sativa alterogoensis, Oryza sativa amaura, Oryza sativa anandica, Oryza sativa angusta, Oryza sativa anjanica, Oryza sativa anthropophaga, Oryza sativa aquatica, Oryza sativa aristata, Oryza sativa aristida, Oryza sativa aromatica, Oryza sativa assamica, Oryza sativa astaranica, Oryza sativa astarinica, Oryza sativa atra, Oryza sativa atricolorata, Oryza sativa atrofusca, Oryza sativa atrogrisea, Oryza sativa aurica, Oryza sativa auriculata, Oryza sativa azerbaidjanica, Oryza sativa badia, Oryza sativa balatensis, Oryza sativa bandica, Oryza sativa bansica, Oryza sativa bansmatica, Oryza sativa bastica, Oryza sativa baumannii, Oryza sativa bawako-mochii, Oryza sativa bicolorata, Oryza sativa binamban, Oryza sativa birainica, Oryza sativa breviaristata, Oryza sativa brjezitsky, Oryza sativa brunnea, Oryza sativa brunneopunctata, Oryza sativa calvescens, Oryza sativa caroliniana, Oryza sativa caspica, Oryza sativa castanea, Oryza sativa castroi, Oryza sativa catalonica, Oryza sativa caucasica, Oryza sativa ceylonica, Oryza sativa chambhanica, Oryza sativa chlamydantha, Oryza sativa chlorocarpa, Oryza sativa cinnamomea"
2703461,United States,Oryza punctata,Massachusetts,NA,species,Poaceae,Red Rice,"Oryza eichingeri longiaristata, Oryza eichingeri longearistata, Oryza punctata, Oryza sativa punctata, Oryza schweinfurthiana"
2703461,United States,Oryza punctata,South Carolina,NA,species,Poaceae,Red Rice,"Oryza eichingeri longiaristata, Oryza eichingeri longearistata, Oryza punctata, Oryza sativa punctata, Oryza schweinfurthiana"
2703461,United States,Oryza punctata,Florida,NA,species,Poaceae,Red Rice,"Oryza eichingeri longiaristata, Oryza eichingeri longearistata, Oryza punctata, Oryza sativa punctata, Oryza schweinfurthiana"
2703461,United States,Oryza punctata,federal,NA,species,Poaceae,Red Rice,"Oryza eichingeri longiaristata, Oryza eichingeri longearistata, Oryza punctata, Oryza sativa punctata, Oryza schweinfurthiana"
2703462,United States,Oryza longistaminata,South Carolina,NA,species,Poaceae,Red Rice,"Oryza dewildemanii, Oryza madagascariensis, Oryza perennis madagascariensis, Oryza silvestris, Oryza silvestris longiligulata"
2703462,United States,Oryza longistaminata,Massachusetts,NA,species,Poaceae,Red Rice,"Oryza dewildemanii, Oryza madagascariensis, Oryza perennis madagascariensis, Oryza silvestris, Oryza silvestris longiligulata"
2703462,United States,Oryza longistaminata,Florida,NA,species,Poaceae,Red Rice,"Oryza dewildemanii, Oryza madagascariensis, Oryza perennis madagascariensis, Oryza silvestris, Oryza silvestris longiligulata"
2703462,United States,Oryza longistaminata,federal,NA,species,Poaceae,Red Rice,"Oryza dewildemanii, Oryza madagascariensis, Oryza perennis madagascariensis, Oryza silvestris, Oryza silvestris longiligulata"
7942884,United States,Acaena anserinifolia,California,CCR 4501,species,Rosaceae,"Bronze Pirri-Pirri-Bur, Bidgee Widgee, Bronze Pirri-Pirri Bur","Acaena anserinifolia, Acaena anserinifolia anserinifolia, Acaena anserinifolia pusilla, Acaena anserinifolia microphylla, Acaena pusilla, Acaena pusilla suprasericascens, Acaena sanguisorbae, Acaena sanguisorbae pusilla, Acaena sanguisorbae epilasia, Acaena sanguisorbae exudans, Acaena sanguisorbae obtusata, Acaena sanguisorbae suprasericascens, Acaena sanguisorbae viridior, Acaena viridior, Ancistrum anserinaefolium, Ancistrum anserinifolium, Ancistrum sanguisorbae"
2703463,United States,Oryza rufipogon,South Carolina,NA,species,Poaceae,"Brownbeard Rice, Red Rice, Wild Rice","Oryza aquatica, Oryza cubensis, Oryza fatua, Oryza fatua longiaristata, Oryza fatua longe-aristata, Oryza glumaepatula, Oryza glumipatula, Oryza jeyporensis, Oryza meridionalis, Oryza nivara, Oryza paraguayensis, Oryza perennis glumipatula, Oryza perennis paragayensis, Oryza perennis cubensis, Oryza sativa abuensis, Oryza sativa bengalensis, Oryza sativa coarctata, Oryza sativa fatua, Oryza sativa fma, Oryza sativa paraguayensis, Oryza sativa rufipogon, Oryza sativa sundensis, Oryza sativa benghalensis"
